Video_ID,Author,Date,Komentar
rOvhjhEbopo,@onggungnapitupulu7206,2024-06-18T13:01:12Z,"Untuk mencapai tujuan merdeka belajar ini menurut saya metode pembelajaran yang paling tepat adalah ""problem base learning"". Dengan metode ininkita bisa menilai hard skill dan soft skill peserta didik."
rOvhjhEbopo,@sargondaudpakpahan,2024-06-17T13:39:57Z,"Sepatutnya sekolah itu dilengkapi dulu segala kebutuhannya,agar bisa  berlangsung program pemerintah Jangan hanya kurikulum saja yang di ganti ganti.Tapi kelengkapan sekolah tidak memadai,ya percuma.Dana bos itu hentikan saja ,biarlah pemerintah yang mengelola kebutuhan sekolah"
rOvhjhEbopo,@chezmays,2024-06-16T10:32:18Z,Bagus ini kan kurikulumnya? Kenapa banyak yg protest dan hujat2 ya?
rOvhjhEbopo,@NurianaNuriana-l5v,2024-06-13T06:47:14Z,"Bagi sy pribadi seorang guru, kl  mengajar tak pernah capek, at merasa lelah tp tugas masaalah guru selain mengajar banyak mis,buat modul  dsb merasa  lelah  kl tugas guru banyak kapan mengajarnya"
rOvhjhEbopo,@OperaVanjava-su5be,2024-06-07T13:39:41Z,"Sepertinya gelar nya tidak ada yang menjurus ke keguruan 
Tapi mengurusi masalah kurikulum guru😮"
rOvhjhEbopo,@djbloger8831,2024-05-25T01:13:56Z,secara materi n penerapan di kelas sdh nyaman tapi admin guru ko makin banyak
rOvhjhEbopo,@sukemi1214,2024-05-24T02:08:25Z,Mas menteriNadim tu ngak cucok blas. carut marut. kurikulum merdeka itu baru cucok untuk Mahasiswa.
rOvhjhEbopo,@toniskennedy,2024-05-16T06:04:27Z,Akhirnya ada tujuan baru kalo nanti mau main ke bandung
rOvhjhEbopo,@lukenchannel7147,2024-05-15T17:44:18Z,Saatnya guru konservatif pensiun.
rOvhjhEbopo,@lukenchannel7147,2024-05-15T17:21:28Z,Bikin kurikulum yang bisa menduplikasi tenaga pengajar semacam guru gembul.
rOvhjhEbopo,@akokkuck1646,2024-05-15T13:44:17Z,Alamat di mana guru gembul
rOvhjhEbopo,@hambaallahummatrasul,2024-05-15T07:39:55Z,"Bentar kang Gemvvul ya, biar saya pulang ke kampung halaman dulu ambil bukunya :v"
rOvhjhEbopo,@muhammadbadrulamin7721,2024-05-15T05:37:52Z,"Saya sangat suka baca buku, dengan membaca buku, rasanya imajinasi saya bebas menerjemahkan isi dari kalimat kalimat pada buku. tapi jujur ya pak guru, ketika saya tanya ke teman kerja, ataupun teman terdekat saya "" ehh kamu lagi suka baca buku apa? "" Kebanyakan teman saya bahkan tidak membaca buku sama sekali, dengan adanya taman bacaan ataupun perpustakaan umum, apakah akan efektif dalam meningkatkan minat baca masyarakat sekitar? Mengingat orang orang lebih suka belajar melalui video"
rOvhjhEbopo,@Hamba_829,2024-05-15T05:30:53Z,Alamat nya dmn pak guru ?
rOvhjhEbopo,@fut4k1,2024-05-15T05:21:21Z,"Sekedar info buat cek deskripsi, bisa tekan tanda titik 3 lada bagian kanan atas video."
rOvhjhEbopo,@batarakrisnawisnu8702,2024-05-12T19:20:18Z,"Saya setuju dengan visi misi MERDEKA BELAJAR tapi ada beberapa yang perlu di garis bawahi terkait di awali dengan sistem pendaftaran masuk sekolah orang tua masih saja di pusingkan dengan sebuah (sistem) mendaftar ke sekolah Negeri ,dan setelah masuk sekolah masih banyak orang tua murid harus mengeluarkan uang tidak sedikit (dengan dalih SUMBANGAN) agar anak nya bisa sekolah dengan rasa nyaman dan tenang.
Lalu implementasi dari MERDEKA BELAJAR itu apa sih sebenarnya ..??? MERDEKA tapi masih harus mengeluarkan uang  untuk sekolah ???😂"
rOvhjhEbopo,@kindajhoy1758,2024-05-06T12:59:14Z,"Semoga banyak pelatihan IKM yg mengacu sama how to mengajar nya, bukan how to mengisi administrasi nya"
rOvhjhEbopo,@MuhammadAditya4nanto123,2024-05-03T01:16:45Z,"Sudah saatnya bangsa Indonesia kembali ke JATI DIRI BANGSA INDONESIA.. khususnya konsep dunia PENDIDIKAN..
Konsep pendidikan nasional bangsa Indonesia harus berbasis CINTA TANAH AIR INDONESIA.. KONSEP PENDIDIKAN TIDAK BOLEH LEPAS DGN KEBANGSAAN..
Konsep inilah yg diajarkan oleh bapak pendidikan NASIONAL yaitu bapak KI HAJAR DEWANTORO."
rOvhjhEbopo,@ThatSheridan,2024-05-01T06:12:29Z,"Pertanyaan sy , Nadime Makarim kan pengusaha, Kenapa bisa nyasar jd mentri PDK Kalo gak mau dibisniskan?...knp tidak ambil ahli dibidangnya,  contohnya dr lembaga pemerintah sendiri spt PGRI etc ??"
rOvhjhEbopo,@liakusuma5681,2024-04-24T01:45:01Z,"Kenapa sekolah SD,SMP,SMA mewajibkan memakai jilbab dan yg pria memakai jubah seperti budaya berpakaian timur tengah ????"
rOvhjhEbopo,@wayassirli-ip9cl,2024-04-18T09:01:48Z,disini kemendikbud berhasil membungkam pak guru gembul. terlihat pak guru gembul belum memahami kurikulum merdeka tapi sudah koar2 mengkritik membabi buta
rOvhjhEbopo,@lukmanfirmansyah3140,2024-04-16T11:25:14Z,Salfok sama namanya panjang banget🫠
rOvhjhEbopo,@INDONESIACERDAS,2024-04-03T04:37:50Z,kenapa pendidikan indonesia kurikulumnya harus berubah-berubah sedangkan kurikulum yang berjalannya pun tidak jelek atau tidak ada kekurangan hanya saja nilai kreatifitas gurunya yang harus di tingkatkan melaui diklat
rOvhjhEbopo,@sanderajachannel,2024-04-02T07:12:39Z,Kurikulum loyo
rOvhjhEbopo,@mrparany2222,2024-03-28T14:16:08Z,"pemerintah adalah konseptor resep guru adalah koki, jadi pendidikan yg baik itu tergantung kokinya seadangkan koki masi menerima upah yg kcil"
rOvhjhEbopo,@Sadid_Nf,2024-03-26T21:05:46Z,"Ini loh bagus, tapi kenapa dalam penerapannya gak seperti ini. Contoh penerimaan mahasiswa di univ masih ada jalur nilai, jnilah yg membuat beberapa sekolah memalsukn nilai rapot"
rOvhjhEbopo,@ginanjarsuryag,2024-03-23T16:32:28Z,"Mantaf, support pendidikan indonesia!!"
rOvhjhEbopo,@pulungmotor,2024-03-16T09:55:40Z,"Menurut saya, siapapun menteri nya, yang terpenting jangan terlalu kaku dan selalu berdalih sistem. 
Maka tidak akan terjadi, guru induk terlempar jauh /keluar dan pindah tugas ke sekolah lain, hanya karna tidak linier/tidak ada formasi dll."
rOvhjhEbopo,@Cinta_fatam0rgana,2024-03-10T11:54:16Z,"PENDIDIKAN di negara kita ini kenapa tidak bermutu selama ini memang sengaja di buat sedemikian karena itu memang PESANAN PARA orang orang JAHAT DAN BIADAB SERTA JAHANAM..

ANAK ANAK NEGERI KITA memang disengaja dibuat bodoh, pesimis serta bermental budak2..

Jadi intinya yang boleh pinter dan mendapatkan pendidikan SUPER hanya golongan2 anak anak PEJABAT2 DAN OLIGARKI2 sedangkan untuk rakyat biasa di halang halangi untuk menjadi pinter dan jenius, dan malah sengaja didesain untuk bodoh dungu serta bermental BUDAK2 ( UNTUK MENGURANGI PERSAINGAN DI KEMUDIAN HARI )

DASAR segerombolan PEJABAT2 DAN OLIGARKI2 BANGASSUUUUUUATTTTTTTT.......
GO TO HELL KALIAN SEMUA
BANGASSUUUUUAAAATTTTTTT.......
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
😡😡😡"
rOvhjhEbopo,@yenyanschannel4830,2024-03-10T10:02:38Z,"@gurugembul Bapak2, Apakah kurikulum baru ini ada perubahan pada karakter gurunya jg?? Soalnya skr pada saat penerimaan hasil penilai akhir (terima raport), orang tua di kasih amplop coklat besar untuk seikhlasnya memberikan sumbangan, dimana saya yakin itu adalah pungli. Bagaimana Kemendikbud menyikapi hal ini????"
rOvhjhEbopo,@iskandarriduan438,2024-03-06T21:50:43Z,"Guru honorer di sekolah milik pemerintah adalah,, sangat nyata hanya sebagai tangga oknum kepsek PNS sargur dan guru PNS sargur untuk melakukan pungli dan korupsi dana bos pusat,,
Dengan cara membodohi masyarakat dan memeras,,
Dana bos pusat yang di alokasikan untuk menggaji guru honorer dan tenaga kependidikan di korupsi sepenuhnya oleh oknum kepsek PNS sargur di sekolah milik pemerintah di tingkat SLTA,,
Sementara untuk menggaji guru honorer dan tenaga kependidikan di bebankan kepada siswanya (wali murid)
Sementara untuk menggaji kelebihan jam mengajar guru PNS sargur juga di bebankan kepada komite sekolah,,,"
rOvhjhEbopo,@satyanusa,2024-03-06T16:46:49Z,"Implementasi Kurikulum Merdeka berdasarkan pemahaman saya dari obrolan ini ternyata sangat Qaryah Thayyibah sekali yah pak guru....

Sejak 20 tahun lalu Komunitas Belajar Qaryah Thayyibah Salatiga ""sepertinya"" sudah duluan mengimplementasikan konsep merdeka belajar.

Ayo pak guru, saya menunggu pak guru ngobrol sama Pak Bahrudin."
rOvhjhEbopo,@yadiparmadi4995,2024-02-27T15:09:55Z,"Berbobot, semoga pendidikan indonesia lebih baik lagi, semoga lebih banyak seperti guru gembul, yg tdk sungkan, membuka hal yg sebelumnya tabu untuk dibahas"
rOvhjhEbopo,@banjarnahor1236,2024-02-24T22:47:50Z,"Majunya pendidikan  di utamakan guru guru  kesejahteraan nya duku. Ini utk dpt kesejahteraan aja urus pemberkasan berulang ulang utk dapat sertfikasi.
Bahkan di propinsi lain jesejah teraan bisa lambat kaya di sulawesi sampai setahun.
Guru pusing dgn keadaan seperti ini"
rOvhjhEbopo,@banjarnahor1236,2024-02-24T22:39:01Z,Dirobah robah bahasa Kurukulum
rOvhjhEbopo,@banjarnahor1236,2024-02-24T22:38:03Z,"Guru hampir semua guru guru ngga senang sama nadimakarim
 Lebih diambil dari  Ketua PGRI jadi menteri. Gonra ganti kurikulum. Kesejahtraan semua gyru guru pun belum terpenuhi. Masih banyak guru puluhan thn belum mendapatkan kesejahtraan jaman nadim menteri."
rOvhjhEbopo,@NEWMINDBORNEO,2024-02-22T20:31:44Z,"Saya kok lebih melihat GURU GEMBUL lebih banyak wawasan nya ya dari pada NARASUMBER nya hadehhh,,, maaf kalo saya salah😂"
rOvhjhEbopo,@dzularief8750,2024-02-22T03:53:46Z,"Percuma pakai kurikulum merdeka kalau guru berwatak feodalisme, jadi apakah murid memiliki kemerdekaan berfikir"
rOvhjhEbopo,@rbh513,2024-02-11T12:59:40Z,"Kurikulum Merdeka di Finland termasuk makan siang gratis satu sekolah.

https://youtu.be/7xCe2m0kiSg?si=IMWfrKP-GXJWK-fe"
rOvhjhEbopo,@rbh513,2024-02-11T12:53:37Z,"Kurikulum Merdeka di amalkan di Finlandia, bermula dengan pendidikan gratis dari pra sekolah hingga paksa sarjana.
Guru guru Australia berkunjung ke Singapore untuk belajar dari guru-guru Singapore krn PISA Singpore no 1 di dunia dan Australia no 25

https://youtu.be/_aB9Tg6SRA0?si=zheRELxiRoigejiT"
rOvhjhEbopo,@rbh513,2024-02-11T11:48:16Z,"Betapa tidak penting pendidikan  di Indonesia kerana di bawah bumbung kementerian  ini ada lagi  kebudayaan dan riset. Ada 700 suku budaya dan riset yang perlu ditanggung oleh kementerian ini. Kenapa kebudayaan bikin kementeriannya sendiri,  betapa tidak penting riset  harus share dengan pendidikan dan kebudayaan. Jika tidak banyak riset, Indonesia maju dengan riset negara lain"
rOvhjhEbopo,@MeLinda-tj7ds,2024-02-11T07:15:27Z,"Permasalahan paling besar bagi Indonesia itu bukan tentang kurikulumnya, tapi kualitas guru. Gara-gara honor kecil banyak yang ogah-ogahan masuk kelas, dan jika masuk kelas sesuka hati ngajarnya.  Nyalahin kurikulumlah, nyalahin menteri yg nggak kompetenlah. Maunya balik lagi ke kurikulum zaman dulu yang isinya hapalan, padahal kurikulum kayak gitu nggak relate kalau mau diterapkan dizaman penuh tekhnologi. Kalau mau lomba-lomba banyak hapalan, google lebih pintar. Misal akan ada zaman AI mendominasi dunia, manusia pasti bakal tersingkir wong otaknya nggak berkembang, belajar disekolah hanya hapalan, kuliah hanya berlomba-lomba nyogok dosen supaya IPK tinggi dan lulus sesuai target. 
Disituasi semempriharinkan gini masih sempat nyalahin pemerintah.
Benahi diri dulu, seorang guru itu tonggak bangsa yang berjasa mencetak generasi masa depan."
rOvhjhEbopo,@ValiendrioAlexanderPurba,2024-02-10T07:18:57Z,dari kecil harus di doktrin anti korupsi sebagai budaya malu jika ada yg melakukannya
rOvhjhEbopo,@nuniknurindah4830,2024-02-10T05:34:45Z,Dan guru bimbel lah yg sy rasa paling cepat menangkap dan mensikapi perubahan.
